provider_name,npi,specialty,subspecialty,clinical_focus_terms
"CHAVEZ, PATRICIA",1710273990,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"COLOMBO, PAOLO CARLO",1336226810,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"COOPER, LAUREN BETH",1447419924,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"DULNUAN, KENNETH RASALAN",1083870588,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"GIBSON, GREGORY THOMAS",1831536747,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"HAYTHE, JENNIFER HADEN",1649346958,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"AMOR, MARTIN MIGUEL INOCENCIO",1043573801,Cardiology,Cardiology - Critical Care,"[""Critical Care Cardiologist""]"
"COMA, NICOLE TYLER",1467142265,Cardiology,Cardiology - Critical Care,"[""Critical Care Cardiologist""]"
"PIERCE, MATTHEW JAMES",1952697377,Cardiology,Cardiology - Critical Care,"[""Critical Care Cardiologist""]"
"ROSWELL, ROBERT O.",1881643872,Cardiology,Cardiology - Critical Care,"[""Critical Care Cardiologist""]"
"ABRAMS, MARK PHILLIP",1063755213,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"ADELSTEIN, EVAN",1376623090,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"AKHRASS, PHILIPPE RIAD",1992762108,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"AKRIVAKIS, SPYRIDON",1508047481,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"ALSTON, MICHAEL",1598127789,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"ALTMAN, ERIK JOSHUA",1740440866,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"ATTEYA, GOURG",1538570015,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"BECCARINO, NICHOLAS JAMES",1528592169,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"BELDNER, STUART J.",1720159114,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"BERMAN, JEREMY PAUL",1578881439,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"BERNSTEIN, NEIL EVAN",1972599280,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"BHASIN, KABIR",1477737716,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"BHULLAR, AMARBIR S",1790199453,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
"BOKHARI, MAHMOUD MOHAMMEDAMIN M",1922654037,Cardiology,Cardiology - Electrophysiology,"[""Paroxysmal atrial fibrillation"",""Pacemaker management"",""Left bundle branch block"",""Right bundle branch block"",""Cardiac Electrophysiologist"",""Fluoroless Catheter Ablation"",""Sports Arrythmia"",""Neuromodulation Ablation"",""Cardiac electrophysiology study"",""Implantable loop recorder"",""Athletic Bradycardia"",""Monophasic cardioversion procedure"",""cardiac device management"",""Cardiomegaly, Exercise-Induced"",""Chemical cardioversion"",""Cardioversion using fluoroscopic guidance"",""Biphasic cardioversion procedure"",""Sudden Cardiac Arrest"",""electrocardiography"",""Brugada Syndrome (disorder)"",""defibrillator/pacemakers"",""VENTRICULAR TACHYCARDIA EXERCISE INDUCED"",""Cardiac implant device"",""External electrode cardioversion"",""Direct current cardioversion"",""bradycardia"",""Internal cardioversion"",""pacemaker care"",""permanent pacemaker"",""Atrial cardioversion"",""Cardioversion by intracardiac catheter"",""Implantation of cardiac pacemaker"",""Atrial fibrillation and flutter"",""premature ventricular contractions"",""ventricular arrhythmia"",""Sudden Cardiac Death"",""Bradyarrhythmia (disorder)"",""wolff-parkinson-white syndrome"",""tachycardia, ventricular"",""ventricular fibrillation"",""supraventricular tachycardia"",""tachycardia"",""syncope"",""Sick Sinus Syndrome"",""palpitations nos"",""Long QT Syndrome"",""Heart Block"",""Electric Countershock"",""atrial flutter"",""atrial fibrillation"",""cardiac arrhythmia"",""Anti-Arrhythmia Agents""]"
